Origin,ZIP,Distribution,Parameters,Chi-square,P-value,Minimum,Maximum
ONode0,90019,norm,"(391.6, 49.229393157796814)",6.39036637961897,0.31588,289.0,557.0
ONode1,90019,norm,"(348.5232876712329, 46.0358720182304)",1.694627857273653,0.22235,232.0,498.0
ONode2,90019,norm,"(364.43013698630136, 45.85448898695969)",1.4734510412018655,0.71765,230.0,563.0
ONode3,90019,norm,"(408.2986301369863, 52.67487377194746)",0.8248024974999877,0.99217,273.0,580.0
ONode0,91042,norm,"(230.7123287671233, 34.27674616199087)",1.0715812641194822,0.69966,135.0,351.0
ONode1,91042,norm,"(206.86575342465753, 30.16767851811069)",0.6229073321527117,0.86981,110.0,295.0
ONode2,91042,norm,"(218.55890410958904, 32.996968875389264)",1.2349819317081574,0.91502,135.0,343.0
ONode3,91042,norm,"(240.3835616438356, 34.38892388465842)",1.83247197739988,0.496,145.0,336.0
ONode0,90021,norm,"(128.76164383561644, 21.699962945091688)",2.317358075752,0.18756,75.0,190.0
ONode1,90021,norm,"(115.89041095890411, 21.344763974946673)",0.5476088879014358,0.83862,48.0,178.0
ONode2,90021,norm,"(120.81095890410958, 20.78368407520758)",1.427620859075366,0.84346,65.0,194.0
ONode3,90021,norm,"(134.0109589041096, 22.73009929914509)",0.8686416419646226,0.98427,73.0,186.0
ONode0,90020,norm,"(69.73698630136987, 14.746325354662623)",0.5590572860264194,0.65633,27.0,108.0
ONode1,90020,norm,"(61.47397260273973, 13.699215329966297)",2.6367496962693346,0.20088,33.0,117.0
ONode2,90020,norm,"(65.3890410958904, 14.590929455253155)",4.724641007283924,0.21145,24.0,121.0
ONode3,90020,norm,"(72.75342465753425, 15.079497849564104)",1.4789081125326335,0.26561,36.0,136.0
ONode0,90023,norm,"(167.23287671232876, 25.838550654858803)",4.245559733884033,0.4557,100.0,262.0
ONode1,90023,norm,"(148.25753424657535, 24.148274380665292)",2.3309688397846364,0.32448,91.0,231.0
ONode2,90023,norm,"(155.2164383561644, 24.18931618404455)",2.048013238400049,0.70897,88.0,226.0
ONode3,90023,norm,"(171.72602739726028, 25.27604327560946)",0.6224294472567532,0.72214,98.0,269.0
ONode0,90024,norm,"(119.0958904109589, 21.448865208390778)",3.4466189987312417,0.38681,73.0,180.0
ONode1,90024,norm,"(105.01917808219179, 19.117005680120677)",4.079013916266786,0.49174,66.0,165.0
ONode2,90024,norm,"(110.77260273972603, 19.137292434377873)",2.0627252785756824,0.26608,61.0,177.0
ONode3,90024,norm,"(122.4904109589041, 22.399560687861605)",1.1542709323110663,0.36292,63.0,188.0
ONode0,90025,norm,"(164.27123287671233, 26.14481000621035)",1.688013528984714,0.63263,107.0,251.0
ONode1,90025,norm,"(144.16164383561645, 23.342680235685783)",0.5770115278490197,0.84706,81.0,217.0
ONode2,90025,norm,"(153.25753424657535, 24.80950943294973)",0.6683551311036964,0.9634,90.0,246.0
ONode3,90025,norm,"(169.51232876712328, 26.46782458783608)",0.7386439877750112,0.77772,101.0,269.0
ONode0,90026,norm,"(438.3123287671233, 52.759428022503954)",2.230270867480975,0.63695,316.0,600.0
ONode1,90026,norm,"(391.8191780821918, 47.46788577708479)",1.423260309898211,0.45277,263.0,529.0
ONode2,90026,norm,"(407.9205479452055, 50.26545140729573)",1.2253093248804108,0.69818,271.0,560.0
ONode3,90026,norm,"(461.613698630137, 55.86330016655136)",3.778289772644219,0.81449,310.0,627.0
ONode0,90027,norm,"(281.8876712328767, 39.396766243782686)",0.9432901708392472,0.93054,180.0,379.0
ONode1,90027,norm,"(248.15616438356165, 35.56356834609295)",2.5417525832182823,0.41319,165.0,360.0
ONode2,90027,norm,"(263.93150684931504, 37.63091441417832)",3.1157314482471787,0.38536,167.0,394.0
ONode3,90027,norm,"(293.76438356164385, 40.93354912291488)",1.1421963558530974,0.86526,183.0,422.0
ONode0,90028,norm,"(131.23287671232876, 22.998582772265454)",0.8228528964416195,0.40543,75.0,246.0
ONode1,90028,norm,"(117.6, 21.598427137051452)",1.1620222787625105,0.63031,60.0,192.0
ONode2,90028,norm,"(122.59726027397261, 20.359898623174825)",3.045121001417899,0.22651,62.0,179.0
ONode3,90028,norm,"(138.48767123287672, 23.679202742534414)",0.9005712379661464,0.69159,71.0,213.0
ONode0,90029,norm,"(175.55342465753424, 24.776160007355394)",2.718424281313261,0.34191,114.0,255.0
ONode1,90029,norm,"(154.3123287671233, 23.97603795347986)",0.6934979314770511,0.97684,76.0,271.0
ONode2,90029,norm,"(162.05205479452056, 25.232399858656617)",4.221051949244549,0.16799,102.0,255.0
ONode3,90029,norm,"(181.07397260273973, 27.34533106023348)",2.336328809170099,0.68627,106.0,259.0
ONode0,90031,norm,"(240.4931506849315, 32.173128959731066)",0.9653568479833725,0.82937,164.0,324.0
ONode1,90031,norm,"(214.4054794520548, 30.835399912824617)",0.8937785301073131,0.81486,110.0,296.0
ONode2,90031,norm,"(223.39178082191782, 33.34358188607002)",4.195560459024795,0.63917,143.0,363.0
ONode3,90031,norm,"(254.74246575342465, 34.422268667556324)",1.8103875042456867,0.38548,154.0,349.0
ONode0,90032,norm,"(319.78356164383564, 42.53140343000278)",1.0310696452808314,0.87136,195.0,448.0
ONode1,90032,norm,"(284.6986301369863, 38.46253645370053)",1.3513644363749966,0.80484,183.0,421.0
ONode2,90032,norm,"(301.62191780821917, 40.70265800810497)",2.1228117482015265,0.58873,180.0,425.0
ONode3,90032,norm,"(335.25479452054793, 42.466273615903624)",0.40905120063918016,0.84473,193.0,448.0
ONode0,90033,norm,"(237.76438356164383, 34.41446561837167)",0.9850119257913584,0.44503,148.0,335.0
ONode1,90033,norm,"(209.44383561643835, 29.480994510749483)",1.4411034516400092,0.89985,115.0,296.0
ONode2,90033,norm,"(224.82739726027398, 33.77265352474481)",1.435522862254497,0.67155,138.0,337.0
ONode3,90033,norm,"(249.4054794520548, 34.8439176917951)",1.237251995793542,0.68304,153.0,352.0
ONode0,90034,norm,"(197.35890410958905, 28.050540666371056)",0.8329455229318522,0.93531,128.0,277.0
ONode1,90034,norm,"(176.46849315068494, 27.165292505465267)",0.8347450727152407,0.54452,105.0,286.0
ONode2,90034,norm,"(187.4849315068493, 27.67913843397882)",2.128599275853206,0.48653,115.0,275.0
ONode3,90034,norm,"(209.93150684931507, 30.378402911983862)",3.0157633128380956,0.25236,105.0,281.0
ONode0,90035,norm,"(161.74520547945207, 24.509506353048135)",2.715674477748531,0.27891,103.0,231.0
ONode1,90035,norm,"(148.21369863013697, 23.36859685982125)",1.4464670466298168,0.85335,91.0,224.0
ONode2,90035,norm,"(153.94794520547944, 24.369867479805855)",3.7615206195985906,0.6345,102.0,225.0
ONode3,90035,norm,"(172.66301369863012, 25.934456409837953)",0.7483184684349947,0.83652,89.0,243.0
ONode0,90036,norm,"(201.6958904109589, 29.09772122300219)",1.5587209672127684,0.74328,130.0,288.0
ONode1,90036,norm,"(183.32876712328766, 27.500562781051148)",3.2388586890476887,0.34913,97.0,275.0
ONode2,90036,norm,"(192.36438356164385, 27.359631145189542)",1.7990564011993568,0.40209,119.0,272.0
ONode3,90036,norm,"(212.76438356164383, 30.323901553756592)",0.8430959248319483,0.93606,108.0,304.0
ONode0,90037,norm,"(334.0109589041096, 41.44367215986298)",2.0848356796583936,0.39679,236.0,454.0
ONode1,90037,norm,"(298.6986301369863, 39.1097804855809)",1.0939370346124255,0.88357,183.0,423.0
ONode2,90037,norm,"(311.15890410958906, 40.78244262174943)",0.6789710119902942,0.78545,203.0,459.0
ONode3,90037,norm,"(348.33972602739726, 46.13582906172393)",1.4011884586310581,0.79961,234.0,474.0
ONode0,90038,norm,"(152.46027397260275, 25.692420606810636)",0.9052770086916075,0.52705,74.0,230.0
ONode1,90038,norm,"(136.5972602739726, 24.38356718485392)",1.5133456281440625,0.69663,72.0,233.0
ONode2,90038,norm,"(143.1041095890411, 24.326548090828414)",0.5869820603800414,0.87571,82.0,211.0
ONode3,90038,norm,"(158.8794520547945, 26.02941938792256)",0.988633736786997,0.72399,86.0,235.0
ONode0,90039,norm,"(257.9013698630137, 36.447013494167436)",2.0322838213081247,0.79873,167.0,383.0
ONode1,90039,norm,"(226.26301369863015, 31.92554483224098)",2.023408489229541,0.81604,139.0,334.0
ONode2,90039,norm,"(240.83013698630137, 34.224139061513036)",4.884141266075146,0.09077,147.0,375.0
ONode3,90039,norm,"(269.1890410958904, 37.13485074934856)",1.7164400803485647,0.80087,130.0,383.0
ONode0,90041,norm,"(200.413698630137, 30.94318839806175)",2.7868255144774774,0.43931,131.0,295.0
ONode1,90041,norm,"(175.78082191780823, 27.769820306807826)",2.4040541131991464,0.76499,112.0,252.0
ONode2,90041,norm,"(183.36986301369862, 28.48662596527262)",1.1034966523532521,0.31005,110.0,268.0
ONode3,90041,norm,"(205.81643835616438, 32.30279267667044)",3.5913537424053787,0.23143,118.0,297.0
ONode0,90042,norm,"(356.013698630137, 44.742824679413545)",1.8726250810096452,0.55395,234.0,484.0
ONode1,90042,norm,"(320.2246575342466, 42.552580788149996)",2.40664016009774,0.74267,217.0,463.0
ONode2,90042,norm,"(335.77260273972604, 42.3872598469792)",1.333704512791437,0.90595,227.0,460.0
ONode3,90042,norm,"(376.9698630136986, 46.20249262365364)",0.520122973148019,0.70069,211.0,520.0
ONode0,90043,norm,"(245.1150684931507, 33.96812232938921)",3.750176689366516,0.20844,151.0,361.0
ONode1,90043,norm,"(219.56986301369864, 31.769351496399523)",2.590741465685848,0.73145,145.0,345.0
ONode2,90043,norm,"(227.92054794520547, 32.82309143281)",0.8695721671535775,0.6817,143.0,363.0
ONode3,90043,norm,"(256.35890410958905, 35.11413810261381)",2.9960901670295836,0.69861,171.0,351.0
ONode0,90044,norm,"(349.786301369863, 45.7539378201064)",3.5577373450378733,0.91296,253.0,479.0
ONode1,90044,norm,"(311.613698630137, 42.68144287359777)",1.4629179911078785,0.82145,198.0,436.0
ONode2,90044,norm,"(326.42739726027395, 43.85928077002748)",1.561240552275767,0.84304,208.0,463.0
ONode3,90044,norm,"(365.85205479452054, 49.89122444478325)",1.176848314833893,0.7472,223.0,536.0
ONode0,90045,norm,"(308.8821917808219, 39.506196297302886)",3.206465842730104,0.73372,219.0,417.0
ONode1,90045,norm,"(271.7972602739726, 33.67487569045911)",3.3110722661737424,0.27243,179.0,358.0
ONode2,90045,norm,"(287.08493150684933, 39.006861606550316)",1.9512347849821323,0.267,181.0,447.0
ONode3,90045,norm,"(323.2246575342466, 41.01832460803148)",0.5219168122770812,0.97455,206.0,424.0
ONode0,90046,norm,"(247.72602739726028, 35.813390116207756)",0.5210865807124104,0.92573,146.0,351.0
ONode1,90046,norm,"(221.15890410958903, 31.417157146734105)",1.4948261456890028,0.68951,142.0,312.0
ONode2,90046,norm,"(232.16712328767125, 33.07297060856812)",0.9100572827355208,0.95419,145.0,390.0
ONode3,90046,norm,"(259.74246575342465, 36.59103085628416)",1.375259880766448,0.45121,145.0,374.0
ONode0,90047,norm,"(265.5342465753425, 38.38046099353403)",0.46108191235779333,0.94914,167.0,363.0
ONode1,90047,norm,"(238.3068493150685, 35.17827913570954)",5.530454491927188,0.18994,150.0,359.0
ONode2,90047,norm,"(253.04383561643834, 37.0666670266714)",2.6233595125885545,0.64888,164.0,359.0
ONode3,90047,norm,"(279.9506849315068, 38.99965269704043)",1.3978674803221451,0.64403,164.0,378.0
ONode0,90048,norm,"(132.6986301369863, 22.00216983789395)",1.6816823715099303,0.15777,79.0,216.0
ONode1,90048,norm,"(117.65753424657534, 19.958874963546194)",2.7275185151605212,0.11739,61.0,199.0
ONode2,90048,norm,"(125.17260273972603, 21.96735598205174)",0.9609853622469593,0.22723,69.0,194.0
ONode3,90048,norm,"(139.15890410958903, 21.967771135507533)",0.9953894309380339,0.54554,79.0,202.0
ONode0,90049,norm,"(233.93698630136987, 33.39910386317013)",1.0150368621646249,0.98591,145.0,344.0
ONode1,90049,norm,"(207.36986301369862, 29.34849969296233)",1.2542192480087453,0.68533,124.0,293.0
ONode2,90049,norm,"(220.67397260273972, 33.38895735508258)",4.357229940082293,0.10357,138.0,332.0
ONode3,90049,norm,"(246.44383561643835, 33.88482096953386)",1.4419858050493959,0.78044,150.0,329.0
ONode0,90056,norm,"(6.065340909090909, 3.8203615514478457)",52.402346888727955,6e-05,1.0,20.0
ONode1,90056,norm,"(5.46685878962536, 3.5440289013012403)",97.25822091832678,0.0,1.0,20.0
ONode2,90056,expon,"(1.0, 4.464912280701754)",88.03456347055804,0.0,1.0,19.0
ONode3,90056,norm,"(5.946175637393767, 3.828467003281317)",67.80350660456035,0.0,1.0,21.0
ONode0,90057,norm,"(84.15342465753425, 17.184367555185755)",5.516809992767554,0.04847,45.0,142.0
ONode1,90057,norm,"(72.82465753424657, 16.805476772179105)",3.849077221454114,0.28788,32.0,121.0
ONode2,90057,norm,"(77.87945205479453, 15.879399585834639)",1.5510999661077036,0.34384,36.0,145.0
ONode3,90057,norm,"(87.44657534246575, 15.958869069277776)",1.6902337411903952,0.34549,45.0,133.0
ONode0,90058,norm,"(46.153424657534245, 11.680613633155719)",2.3252742206562877,0.10951,21.0,88.0
ONode1,90058,norm,"(40.33972602739726, 11.179466742079775)",6.022728953698932,0.11087,17.0,89.0
ONode2,90058,norm,"(43.35890410958904, 11.251786288826995)",0.8792910564461941,0.44982,12.0,78.0
ONode3,90058,norm,"(46.35068493150685, 11.761687551172951)",0.7713181908268615,0.21374,17.0,91.0
ONode0,90059,norm,"(156.6904109589041, 26.081012693505286)",5.169651591245151,0.03144,92.0,230.0
ONode1,90059,norm,"(140.7890410958904, 22.311171485448845)",2.594553399577205,0.16685,85.0,198.0
ONode2,90059,norm,"(145.9095890410959, 24.054619152479606)",3.7212790917767458,0.67519,73.0,229.0
ONode3,90059,norm,"(163.77260273972604, 25.682152324528147)",1.072796648664093,0.85865,88.0,251.0
ONode0,90061,norm,"(93.65205479452055, 18.34560235900707)",5.273317689102338,0.20766,54.0,151.0
ONode1,90061,norm,"(82.54246575342465, 16.865023527335925)",5.343030246207513,0.19447,44.0,129.0
ONode2,90061,norm,"(87.67671232876712, 17.846058008745008)",1.0950984084177398,0.86867,44.0,147.0
ONode3,90061,norm,"(97.4931506849315, 18.991651581661134)",2.2066126769938785,0.5818,51.0,165.0
ONode0,90062,norm,"(210.72328767123287, 29.218921063162604)",0.9259165627095702,0.99921,144.0,292.0
ONode1,90062,norm,"(187.13972602739727, 27.354690763637855)",2.0156096354358497,0.54269,112.0,261.0
ONode2,90062,norm,"(195.33972602739726, 29.661740218700107)",0.3178651012608126,0.94805,120.0,291.0
ONode3,90062,norm,"(220.7041095890411, 32.392119954798765)",1.3585978178555036,0.44268,110.0,323.0
ONode0,90063,norm,"(75.4958904109589, 15.704919727882187)",2.5671027684131236,0.86519,34.0,124.0
ONode1,90063,norm,"(66.96712328767123, 14.369450612414115)",1.0325323265118278,0.79083,31.0,118.0
ONode2,90063,norm,"(70.6054794520548, 14.925127203156418)",1.7378921618643048,0.53607,37.0,126.0
ONode3,90063,norm,"(79.73150684931507, 16.957617407535885)",1.1954741973625564,0.92685,27.0,125.0
ONode0,90064,norm,"(198.3178082191781, 29.36726041422987)",0.7400103879850289,0.84364,123.0,296.0
ONode1,90064,norm,"(176.32602739726028, 27.55737241881719)",2.333478131973138,0.59024,103.0,277.0
ONode2,90064,norm,"(184.14246575342466, 29.295031687835618)",4.5404612923070955,0.64871,122.0,280.0
ONode3,90064,norm,"(208.07945205479453, 30.027963948257266)",1.8759111890157556,0.60185,126.0,299.0
ONode0,91601,norm,"(198.6054794520548, 29.158949801686084)",1.7107280908319613,0.35358,124.0,279.0
ONode1,91601,norm,"(175.92876712328768, 28.338276933785256)",1.5252036818613124,0.41694,87.0,274.0
ONode2,91601,norm,"(184.6054794520548, 29.35765233797694)",3.1363913477985372,0.28528,100.0,303.0
ONode3,91601,norm,"(206.97260273972603, 31.499150935606213)",0.7809083034838078,0.91643,119.0,317.0
ONode0,90066,norm,"(303.31780821917806, 39.48098672784554)",0.7536805485154187,0.87388,184.0,420.0
ONode1,90066,norm,"(270.5041095890411, 37.93741218619491)",2.8055004673342263,0.79639,177.0,396.0
ONode2,90066,norm,"(280.7972602739726, 39.20508064853693)",8.609809102571965,0.07926,183.0,415.0
ONode3,90066,norm,"(316.1178082191781, 42.968989590505544)",2.9069248771245686,0.55476,179.0,456.0
ONode0,90065,norm,"(371.1013698630137, 48.569883258736695)",1.1643598575406777,0.91075,253.0,521.0
ONode1,90065,norm,"(328.32602739726025, 43.5476814015546)",9.89132404654149,0.8484,241.0,471.0
ONode2,90065,norm,"(346.013698630137, 44.804321327387676)",3.228152045149777,0.13659,235.0,487.0
ONode3,90065,norm,"(387.3945205479452, 46.26348567673977)",0.5506988556245815,0.91433,232.0,527.0
ONode0,91604,norm,"(219.95342465753424, 30.974059328499703)",4.852241686050591,0.3495,150.0,310.0
ONode1,91604,norm,"(195.26301369863015, 28.42373842382655)",0.9575849754326569,0.65788,120.0,293.0
ONode2,91604,norm,"(205.88219178082193, 30.84090568853722)",1.093729393085136,0.60585,130.0,298.0
ONode3,91604,norm,"(228.94794520547944, 33.72564614809606)",1.1777429854637151,0.82871,128.0,307.0
ONode0,91605,norm,"(236.97808219178083, 35.030860158513086)",4.647732250245035,0.24996,144.0,324.0
ONode1,91605,norm,"(215.42191780821918, 31.577737287722545)",5.773855183290018,0.1274,103.0,338.0
ONode2,91605,norm,"(223.83013698630137, 32.68360019794397)",2.063799966822581,0.53278,144.0,310.0
ONode3,91605,norm,"(249.13424657534247, 35.13576104034757)",2.159969662077435,0.45002,147.0,338.0
ONode0,91606,norm,"(199.8794520547945, 30.90208557444693)",1.924183322085718,0.70288,110.0,311.0
ONode1,91606,norm,"(177.75890410958905, 25.56435787027658)",4.954906265442227,0.10323,118.0,271.0
ONode2,91606,norm,"(186.8849315068493, 27.276924219169622)",1.9195408959731066,0.40801,106.0,275.0
ONode3,91606,norm,"(211.62739726027397, 30.27243087873747)",1.2822388164620802,0.87349,122.0,310.0
ONode0,90068,norm,"(238.44109589041096, 32.82873714233717)",5.545207360453338,0.20066,161.0,348.0
ONode1,90068,norm,"(210.97260273972603, 30.73856736028425)",1.921023961757193,0.67104,135.0,307.0
ONode2,90068,norm,"(222.37534246575342, 32.44280860779734)",1.368656803644526,0.97989,134.0,320.0
ONode3,90068,norm,"(249.35890410958905, 37.020689645287845)",1.5234658841021702,0.9661,163.0,378.0
ONode0,91607,norm,"(142.15890410958903, 23.16508849165963)",0.7453035594033938,0.87569,83.0,216.0
ONode1,91607,norm,"(127.46575342465754, 21.080980320698238)",1.4344154592795444,0.42627,68.0,194.0
ONode2,91607,norm,"(132.33698630136988, 21.83685151454544)",2.0761456881564784,0.42557,72.0,211.0
ONode3,91607,norm,"(147.6109589041096, 24.70165854142068)",2.6220293737570275,0.615,78.0,219.0
ONode0,91602,norm,"(104.7068493150685, 19.37302409733504)",2.36239512585441,0.27832,55.0,160.0
ONode1,91602,norm,"(94.98904109589041, 17.482198865208424)",2.331302258506167,0.41418,46.0,146.0
ONode2,91602,norm,"(99.13424657534246, 18.72734590662339)",3.2166647383985487,0.14717,49.0,157.0
ONode3,91602,norm,"(109.6109589041096, 19.791430009482106)",0.7638375872372583,0.44545,57.0,172.0
ONode0,90067,norm,"(11.526027397260274, 5.198261758926525)",4.154622662717442,0.00094,1.0,33.0
ONode1,90067,norm,"(10.504109589041096, 5.435359582972356)",18.01835660179333,0.00016,1.0,35.0
ONode2,90067,norm,"(10.582417582417582, 4.9935473397591945)",4.0902676527928,0.02646,1.0,33.0
ONode3,90067,norm,"(11.635616438356164, 5.526161189896299)",3.3881478465847454,0.00158,1.0,31.0
ONode0,90069,norm,"(70.33424657534246, 14.654301525472803)",0.7508485905355093,0.38493,37.0,120.0
ONode1,90069,norm,"(59.989041095890414, 12.638488309593667)",0.7485262782544834,0.39413,27.0,101.0
ONode2,90069,norm,"(63.53972602739726, 14.866222998001504)",4.323784307854727,0.1014,30.0,114.0
ONode3,90069,norm,"(71.75890410958904, 14.836901751832986)",1.453545269868203,0.73386,33.0,124.0
ONode0,90071,expon,"(1.0, 3.5384615384615383)",90.12264285824239,0.0,1.0,16.0
ONode1,90071,expon,"(1.0, 3.4303405572755414)",109.71696936381844,0.0,1.0,18.0
ONode2,90071,expon,"(1.0, 3.08641975308642)",105.93763788003449,0.0,1.0,18.0
ONode3,90071,expon,"(1.0, 3.492211838006231)",102.25396336267453,0.0,1.0,17.0
ONode0,90077,norm,"(166.95616438356166, 27.460522031082245)",0.8756429869898009,0.82868,99.0,248.0
ONode1,90077,norm,"(148.6931506849315, 24.435749292744063)",3.2162679145926116,0.23148,96.0,228.0
ONode2,90077,norm,"(156.96712328767123, 24.782207795742806)",2.422476593261135,0.72225,93.0,249.0
ONode3,90077,norm,"(175.7013698630137, 28.49073145683335)",2.774402665491251,0.4707,108.0,248.0
ONode0,90089,norm,"(4.997050147492625, 3.172985645419752)",88.33043772192427,0.0,1.0,18.0
ONode1,90089,expon,"(1.0, 3.6158536585365857)",104.56551865589661,2e-05,1.0,16.0
ONode2,90089,expon,"(1.0, 3.664688427299703)",96.89772852561067,0.0,1.0,17.0
ONode3,90089,norm,"(5.135838150289017, 3.34033659605746)",107.69612384380375,5e-05,1.0,22.0
ONode0,90094,norm,"(14.901369863013699, 6.390585823269352)",3.9750781970035636,0.00228,1.0,37.0
ONode1,90094,norm,"(12.816438356164383, 5.784414906267001)",6.997064129082383,0.00083,2.0,35.0
ONode2,90094,norm,"(13.64931506849315, 6.321329912260232)",6.916675513250118,0.00281,1.0,36.0
ONode3,90094,norm,"(15.42032967032967, 5.901827236244916)",2.8542606725715562,0.03715,2.0,38.0
